Row#0,230.940108,-0.000000
Row#1,246.643543,10.813371
Row#2,253.103818,13.348933
Row#3,251.959285,13.132066
Row#4,257.012564,16.030056
Row#5,262.809757,18.429025
Row#6,271.121666,21.602135
Row#7,277.314226,23.749050
Row#8,255.152232,14.354408
Row#9,252.813640,13.537917
Row#10,247.926006,11.896406
Row#11,242.884420,10.060346
Row#12,254.767684,13.943114
Row#13,179.073063,-4.913635
Row#14,189.175023,-2.816422
Row#15,188.345022,-2.447969
Row#16,198.172775,-1.169196
Row#17,183.663876,-3.610513
Row#18,189.232778,-1.729451
Row#19,192.123124,-3.080992
Row#20,185.255682,-3.533722
Row#21,189.531609,-2.656364
Row#22,190.423433,-1.653399
Row#23,188.614021,-2.539918
Row#24,199.849781,-3.053561
Row#25,209.553946,-2.384939
Row#26,204.728716,-0.973678
Row#27,185.733421,-3.773029
Row#28,183.950915,-3.586723
Row#29,186.436766,-2.914471
Row#30,180.905727,-4.325332
Row#31,179.298481,-4.639100
Row#32,178.954667,-4.810753
Row#33,182.879923,-3.504792
Row#34,179.458000,-4.528192
Row#35,217.691273,0.542454
Row#36,211.413623,0.384496
Row#37,157.379749,0.881598
Row#38,165.111409,1.609870
Row#39,218.349020,0.263148
Row#40,205.252772,0.232254
Row#41,220.741400,0.718182
Row#42,219.391573,0.531394
Row#43,204.656955,0.071960
Row#44,208.318391,1.042608
Row#45,200.000659,2.558542
Row#46,188.238795,2.125681
Row#47,185.239693,1.045242
Row#48,187.848760,2.208502
Row#49,208.821493,-0.026080
Row#50,223.350314,0.573013
Row#51,217.904555,0.591812
Row#52,215.454817,2.170341
Row#53,205.842788,1.386803
Row#54,206.768091,2.672418
Row#55,210.408665,2.982142
Row#56,206.946762,3.575833
Row#57,203.545323,3.287162
Row#58,201.150536,3.257610
Row#59,192.998555,2.881933
Row#60,198.464817,3.752638
Row#61,206.154954,4.221351
Row#62,149.315029,0.216017
Row#63,139.684890,-0.812324
Row#64,150.747184,0.107578
Row#65,150.880121,0.187989
Row#66,166.457562,1.350493
Row#67,172.279177,1.368107
Row#68,161.713379,1.305703
Row#69,156.606236,1.000120
Row#70,150.740909,0.355180
Row#71,154.640295,0.694189
Row#72,154.247524,0.881695
Row#73,164.508984,1.421348
Row#74,186.589358,-4.008172
Row#75,185.938320,-4.795809
